Date,Close_price,Individual,Foreigner,Organ,Finance,Insurance,Investment,Bank,Other_finance,Pension_fund,Other_corporations,Other_foreiner,Private_fund
2008-06-12,"13,260","5,240,450","-11,560,150","5,430,600","2,154,900","49,000","212,700","517,600","108,850","2,387,550",,"12,500",
2008-06-11,"13,620","1,045,800","-4,754,450","3,020,750","55,550","175,550","3,209,850","127,750","-43,950","-504,000",,"11,150",
2008-06-10,"13,320","8,303,600","-8,653,950","744,400","1,630,950","359,400","-2,116,900","285,750","209,700","375,500",,"48,050",
2008-06-09,"13,720","7,974,000","-8,345,750","-903,850","1,511,050","476,150","-4,260,900","219,750","321,150","828,950",,"17,000",
2008-06-05,"14,180","1,224,650","937,850","-1,889,400","439,700","298,700","-3,108,300","-5,100","-15,000","500,600",,"-3,300",
2008-06-04,"14,260","-99,000","-2,420,200","1,463,250","-361,000","-29,550","1,326,900","-55,100","1,000","581,000",,"7,400",
2008-06-03,"14,080","4,196,250","-2,441,250","-1,823,450","1,381,300","116,450","-3,849,800","146,950","1,000","380,650",,"4,200",
2008-06-02,"14,520","1,756,700","1,034,350","-3,056,100","988,600","141,350","-5,549,000","217,350","-17,700","1,163,300",,"7,000",
2008-05-30,"14,820","-5,050,750","7,430,950","-2,282,000","-641,650","-71,650","-2,092,500","-19,050","79,500","463,350",,"-4,450",
2008-05-29,"14,600","-5,748,950","1,160,250","4,067,200","-2,450,000","65,850","4,370,000","-342,350","50,000","2,373,700",,"-37,200",
2008-05-28,"13,840","160,900","6,212,300","-6,495,150","-203,400","492,500","-6,639,350","173,750","232,500","-551,150",,"4,850",
2008-05-27,"14,040","-2,087,350","4,226,050","-2,483,700","-245,300","-311,150","-1,525,350","115,150","29,500","-546,550",,"-2,100",
2008-05-26,"13,580","5,357,050","3,137,350","-3,416,250","1,383,350","1,024,300","-3,863,350","117,600","34,300","-2,112,450",,"4,500",
2008-05-23,"14,140","565,100","1,923,350","-3,116,750","37,450","-10,000","-3,838,450","33,650","-38,250","698,850",,"-10,800",
2008-05-22,"14,260","1,563,700","-70,600","-1,649,050","714,400","411,650","-2,156,850","72,250","74,050","-764,550",,"3,400",
2008-05-21,"14,360","-2,011,100","1,935,100","-22,950","-332,050","-425,800","-274,600","-258,000","92,500","1,175,000",,"-21,050",
2008-05-20,"14,260","8,530,200","-14,512,000","4,828,600","2,062,550","334,050","-617,250","420,950","142,150","2,486,150",,"20,450",
2008-05-19,"14,560","2,754,600","-1,189,100","-755,300","850,200","-47,400","-838,750","-307,000","-114,950","-297,400",,"16,150",
2008-05-16,"15,200","-346,950","2,929,500","-2,113,800","-81,650","-710,450","-2,181,550","273,500","171,450","414,900",,"-21,200",
2008-05-15,"15,280","-7,341,550","9,948,000","-2,284,400","-211,600","-682,150","-437,100","3,900","-32,050","-925,400",,"-131,600",
2008-05-14,"14,760","-859,850","3,465,250","-2,254,350","-322,750","-899,750","-1,687,900","101,200","-2,200","557,050",,800,
2008-05-13,"14,700","-4,073,050","5,032,450","-989,500","-611,050","-70,100","260,650","51,800","-83,400","-537,400",,"-73,950",
2008-05-09,"14,180","2,739,450","6,144,750","-8,538,350","494,100","821,950","-7,683,200","83,350","3,300","-2,257,850",,"4,250",
2008-05-08,"14,560","3,939,900","-8,739,900","4,868,550","3,210,700","316,900","-449,550","106,950","111,550","1,572,000",,"25,350",
2008-05-07,"14,820","-1,537,550","-36,900","1,634,350","1,270,600","120,950","-1,549,300","-91,200","105,950","1,777,350",,"15,450",
2008-05-06,"14,900","-1,916,500","346,200","2,325,650","2,195,300","-17,050","-1,344,450","-152,900","-41,100","1,685,850",,"-52,850",
2008-05-02,"14,620","-5,219,600","5,684,200","-476,650","-1,191,000","15,850","-975,700","-162,450","27,400","1,809,250",,"-30,350",
2008-04-30,"14,220","1,513,700","-1,857,400","237,150","992,300","146,400","-1,972,900","13,850","-19,950","1,077,450",,"-8,200",
2008-04-29,"14,200","-471,400","3,249,850","-2,040,250","395,550","129,250","-2,110,300","-6,450","-307,500","-140,800",,"-8,450",
2008-04-28,"14,320","-7,345,350","13,670,000","-4,211,400","-1,460,200","458,450","-4,148,450","40,450","-61,500","959,850",,"-51,750",
2008-04-25,"13,800","-11,306,000","7,557,250","4,671,600","-1,401,800","576,100","4,427,700","-128,500","53,350","1,144,750",,"-59,150",
2008-04-24,"13,220","389,100","-2,794,850","1,291,050","155,900","923,400","-1,539,750","596,800","19,400","1,135,300",,"23,250",
2008-04-23,"13,060","3,656,850","-7,678,000","4,158,650","2,168,100","312,500","958,000","303,600","81,000","335,450",,-700,
2008-04-22,"13,500","-1,885,350","480,350","710,050","284,700","400,400","143,750","54,650","-2,000","-171,450",,"-31,500",
2008-04-21,"13,480","-670,250","2,373,050","-1,605,900","-130,950","105,900","-2,568,500","-214,800","-2,500","1,204,950",,"2,100",
2008-04-18,"13,300","-887,550","-2,753,550","3,120,000","535,450","290,000","2,100,650","160,650","8,000","25,250",,"-1,500",
2008-04-17,"13,220","-293,550","1,281,600","-953,500","-992,600","438,600","-934,450","16,500","33,700","484,750",,"-5,800",
2008-04-16,"13,020","2,322,800","-9,873,650","6,699,100","1,791,250","1,043,150","3,545,000","-80,350","31,100","368,950",,"-2,650",
2008-04-15,"13,160","984,450","-3,619,850","2,008,900","33,050","1,079,150","699,250","97,950","95,400","4,100",,"37,950",
2008-04-14,"13,560","26,950","2,572,700","-2,657,300","222,300","1,078,500","-4,798,450","131,200","31,800","677,350",,"-17,450",
2008-04-11,"13,600","-8,941,100","-3,403,850","12,053,450","5,384,600","2,017,000","2,619,000","110,950","151,100","1,770,800",,"-114,450",
2008-04-10,"13,120","-6,600","-3,912,400","3,061,300","-109,200","1,169,450","1,138,150","340,250","40,100","482,550",,"-58,500",
2008-04-08,"12,920","672,950","-71,000","-749,050","194,150","64,100","-1,306,000","-76,800","4,200","371,300",,"8,900",
2008-04-07,"13,000","-1,339,300","-4,684,000","6,011,200","620,200","216,000","4,320,200","111,700","-86,750","829,850",,"-6,800",
2008-04-04,"13,000","-678,700","-1,787,650","2,218,350","732,000","204,750","1,085,150","74,450","-234,800","356,800",,"3,000",
2008-04-03,"13,240","-4,829,200","-470,050","4,838,650","-597,850","104,200","5,327,300","-132,300","-2,900","140,200",,"-22,700",
2008-04-02,"13,220","-13,458,400","11,748,650","2,449,850","-756,300","861,350","2,157,050","-93,250","-150,550","431,550",,"-100,900",
2008-04-01,"12,720","-7,068,250","2,720,350","5,672,900","188,200","459,800","1,966,750","409,700","-202,100","2,850,550",,"-149,350",
2008-03-31,"12,460","-2,664,900","2,283,250","568,900","975,850","-30,250","-833,900","261,450","38,800","156,950",,"-29,800",
2008-03-28,"12,260","-1,610,450","-7,360,350","8,114,250","7,600","738,250","6,855,750","31,600","-13,350","494,400",,"70,200",
2008-03-27,"12,100","2,094,200","-7,577,350","4,991,700","787,100","162,450","2,847,550","167,000","71,800","955,800",,"36,900",
2008-03-26,"12,240","-3,005,450","4,908,600","-1,588,650","-495,400","-1,062,650","62,850","-263,100","-91,900","261,550",,"-18,800",
2008-03-25,"12,200","-4,003,450","6,158,900","-1,930,400","9,300","-569,000","-1,709,350","302,450","87,050","-50,850",,"-72,600",
2008-03-24,"11,980","-634,350","771,450","-596,750","697,250","-176,200","-1,187,950","-29,800","72,850","27,100",,"-4,450",
2008-03-21,"12,140","-6,981,000","9,099,050","-1,948,700","-1,552,050","345,800","-750,600","-78,050","-31,050","117,250",,"9,500",
2008-03-20,"12,120","-6,140,600","8,089,850","-305,850","-449,750","418,450","-215,100","-78,600","-54,750","73,900",,"-190,350",
2008-03-19,"11,820","-8,795,750","9,883,050","-1,391,550","-3,473,500","143,200","1,632,550","-76,850","92,550","290,500",,"-17,250",
2008-03-18,"11,360","-2,420,900","-9,532,150","8,842,700","-2,101,750","706,400","10,183,000","-59,150","36,650","77,550",,"-18,150",
2008-03-17,"11,000","-722,100","-8,617,350","7,971,000","-390,650","292,800","7,889,650","-71,800","-17,400","268,400",,"-40,550",
2008-03-14,"10,940","471,250","-2,932,750","1,861,900","-732,850","293,600","1,846,250","-25,650","-114,800","595,350",,"77,200",
2008-03-13,"11,000","1,067,150","-2,235,850","848,250","1,322,050","458,850","-1,152,350","-9,900","-39,700","269,300",,"4,950",
2008-03-12,"11,200","-271,100","-2,068,500","2,133,000","-208,300","402,550","2,131,650","-86,300","-112,350","5,750",,"101,700",
2008-03-11,"11,100","2,918,150","-11,797,950","7,167,700","1,559,600","788,250","4,039,700","369,400","220,100","190,650",,"102,900",
2008-03-10,"11,080","-1,968,450","-4,822,750","5,180,350","-65,950","235,600","4,371,950","76,100","-2,200","564,850",,"5,150",
2008-03-07,"11,000","1,643,000","-1,135,400","-1,077,400","1,203,050","8,650","-3,246,350","362,350","6,950","587,950",,"22,400",
2008-03-06,"11,240","-970,800","-6,647,200","5,931,350","-263,300","561,650","4,950,800","207,350",-100,"474,950",,"-3,200",
2008-03-05,"11,240","-1,306,400","-5,851,150","5,462,600","-939,900","581,600","5,354,100","-51,400","-99,050","617,250",,"-7,150",
2008-03-04,"11,040","-318,950","-3,964,900","3,017,300","-652,850","282,300","4,006,650","161,600","-26,550","-753,850",,"-1,550",
2008-03-03,"10,980","1,506,200","387,000","-1,733,300","925,550","298,700","-3,500,950","83,750","178,150","281,500",,"15,650",
2008-02-29,"11,200","6,136,650","-2,709,650","-3,409,100","2,205,000","-435,850","-4,847,150","112,250","131,700","-575,050",,"12,600",
2008-02-28,"11,600","-556,050","2,479,400","-2,030,450","-116,650","-44,600","-1,328,600","-47,550",700,"-493,750",,"10,100",
2008-02-27,"11,560","-2,179,050","2,016,750","-232,300","-898,600","-72,600","931,550","-33,500","-45,850","-113,300",,-250,
2008-02-26,"11,420","1,529,900","31,800","-1,247,350","750,500","-34,200","-2,767,150","-144,950","-15,000","963,450",,"6,900",
2008-02-25,"11,620","-441,400","-3,558,850","3,583,850","-325,800","33,050","3,361,150","207,850","-1,250","308,850",,"14,950",
2008-02-22,"11,640","1,750,750","-1,825,200","-45,400","2,026,350","64,050","-2,438,150","93,850",500,"208,000",,"7,150",
2008-02-21,"11,880","-2,743,400","-1,589,150","2,660,100","-1,615,300","207,150","3,349,550","-25,400","1,950","742,150",,"-19,000",
2008-02-20,"11,560","-323,800","2,163,850","-2,612,800","497,450","129,900","-3,906,350","-68,300","15,000","719,500",,"5,950",
2008-02-19,"11,740","-1,501,000","-1,090,600","2,918,600","-966,000","192,800","3,036,700","-185,200","-2,850","843,150",,"1,700",
2008-02-18,"11,540","2,056,250","-4,024,000","1,828,100","2,251,200","-173,600","143,200","24,650","-796,800","379,450",,"7,950",
2008-02-15,"11,720","816,750","311,300","-796,500","906,800","-116,050","-2,425,000","77,600","1,250","758,900",,"49,800",
2008-02-14,"11,860","-1,276,750","-2,614,350","3,056,000","-175,750","115,700","2,815,650","-97,050","-233,050","630,500",,"-6,500",
2008-02-13,"11,480","2,166,400","-4,355,700","1,584,900","726,050","-15,400","236,150","371,800","-47,700","314,000",,600,
2008-02-12,"11,460","3,061,900","-2,919,750","-1,281,100","1,586,550","-83,000","-2,419,900","-150,750","-21,600","-192,400",,"3,100",
2008-02-11,"11,680","1,120,750","-5,830,650","3,972,950","2,730,700","179,400","-689,050","91,250",250,"1,660,400",,"12,650",
2008-02-05,"12,260","-5,087,750","2,570,950","2,482,200","339,850","72,450","1,703,950","10,550","-278,000","633,400",,"-88,950",
2008-02-04,"12,240","-10,972,550","12,733,600","-1,875,100","-3,697,450","78,800","1,448,950","-15,000","28,000","281,600",,"-36,750",
2008-02-01,"11,720","-1,900,300","4,865,950","-2,878,200","1,528,200","-80,000","-4,837,150","111,700","-60,000","459,050",,"-3,600",
2008-01-31,"11,900","-9,896,250","11,951,300","-3,202,200","-4,326,500","-196,700","-1,307,300","-399,450","11,000","3,016,750",,"-39,100",
2008-01-30,"11,420","-8,572,700","4,645,600","2,155,750","-3,450,400","-18,950","4,492,150","28,600","-84,600","1,188,950",,"-55,250",
2008-01-29,"11,160","-2,285,500","-690,450","2,088,950","-2,538,150","244,000","3,251,750","-105,550","5,000","1,231,900",,650,
2008-01-28,"10,780","-104,600","-74,350","1,509,750","4,151,650","-3,500","-3,313,750","-130,500","18,600","787,250",,"-2,700",
2008-01-25,"11,220","-1,717,650","484,900","507,350","-69,850","-157,650","-3,850","-87,050","-50,500","876,250",,"-14,900",
2008-01-24,"11,120","-1,771,700","1,104,400","28,550","-3,114,600","260,850","1,907,350","-78,550","-532,800","1,586,300",,700,
2008-01-23,"10,800","-42,900","-5,746,700","4,961,700","1,285,850","368,500","1,145,250","-44,650","-25,000","2,231,750",,"-8,100",
2008-01-22,"10,720","247,400","-13,232,100","11,520,850","4,753,250","703,800","2,748,700","-113,850","350,650","3,078,300",,"3,350",
2008-01-21,"11,280","-2,720,450","750,750","984,250","1,207,700","172,000","-2,678,450","20,700","-26,450","2,288,750",,"-10,450",
2008-01-18,"11,340","-4,732,700","-807,550","5,203,100","-684,400","461,350","3,512,950","30,850","48,600","1,833,750",,"-32,250",
2008-01-17,"11,200","-5,731,850","-747,450","4,782,000","-3,453,250","1,158,200","4,676,150","-188,650","179,600","2,409,950",,"-12,150",
2008-01-16,"10,600","-1,514,800","-10,441,700","9,039,650","-861,100","267,550","7,424,150","318,600","140,050","1,750,400",,"1,600",
2008-01-15,"10,640","-4,568,000","-3,654,950","6,641,950","-2,415,650","560,250","5,033,500","193,950","13,800","3,256,100",,900,
2008-01-14,"10,500","-2,203,350","-3,702,800","4,654,800","-1,328,500","370,150","2,425,950","-13,650","10,050","3,190,800",,"-4,050",
2008-01-11,"10,320","3,066,450","-6,358,400","2,666,450","-471,300","220,350","1,136,500","272,350","215,000","1,293,550",,"-64,350",
2008-01-10,"10,320","5,022,950","-5,016,500","-1,092,350","3,347,300","94,050","-4,020,700","-6,400","159,900","-666,500",,"2,850",
2008-01-09,"10,500","923,850","-2,827,850","781,050","-1,197,600","193,850","641,200","221,600","70,800","851,200",,"-10,150",
2008-01-08,"10,320","6,146,000","-9,846,450","2,315,850","1,935,500","214,350","382,450","-57,450","-175,000","16,000",,"32,000",
2008-01-07,"10,380","10,762,900","-12,770,750","868,700","4,541,800","-231,300","-3,037,850","174,200","119,400","-697,550",,"154,550",
2008-01-04,"10,780","2,029,350","-1,892,350","-676,450","1,542,000","144,550","-1,395,950","-15,750","25,500","-976,800",,"15,450",
2008-01-03,"10,920","1,305,200","-1,986,000","83,450","-130,050","424,900","-66,150","186,400","-14,000","-317,650",,"2,550",
2008-01-02,"10,880","2,947,700","131,750","-2,925,300","2,541,900","243,500","-5,898,000","293,750","89,450","-195,900",,"7,700",
2007-12-28,"11,120","3,078,300","-2,689,300","-532,750","1,846,050","264,450","-2,223,550","-77,800","-69,350","-272,550",,"4,750",
2007-12-27,"11,400","389,800","-3,744,600","2,484,350","1,193,450","64,400","1,510,250",100,"11,700","-295,550",,-450,
2007-12-26,"11,520","-2,015,000","-1,416,200","3,218,800","581,800","-93,800","2,326,300","-437,300","-91,100","932,900",,"-5,200",
2007-12-24,"11,560","-1,511,100","-1,084,450","2,935,350","-2,809,450","351,000","4,552,700","-22,700","-33,100","896,900",,"-13,400",
2007-12-21,"11,200","707,550","-7,149,100","6,644,450","-204,350","257,150","6,438,050","206,850","-58,850","5,600",,"1,800",
2007-12-20,"11,180","524,200","77,900","-1,253,850","-515,700","-12,700","-832,850","96,050","18,000","-6,650",,"9,100",
2007-12-18,"11,200","2,393,750","-7,895,450","4,514,550","603,500","134,700","3,077,350","70,300","209,600","419,100",,"21,450",
2007-12-17,"11,200","2,340,850","-6,739,150","3,468,200","1,515,650","-26,100","1,015,750","127,600","30,150","805,150",,"14,350",
2007-12-14,"11,620","855,100","-1,668,050","1,401,300","2,089,300","-127,850","857,800","-991,500","62,950","-489,400",,"-17,900",
2007-12-13,"11,800","2,184,450","-2,864,200","765,550","1,150,000","223,500","-10,023,850","72,300","98,850","9,244,750",,"2,900",
2007-12-12,"11,960","755,950","-7,076,350","4,786,650","194,000","424,050","2,660,500","100,900","206,900","1,200,300",,"4,700",
2007-12-11,"12,060","-500,950","-4,140,750","4,020,350","627,550","8,500","2,100,600","93,300","-116,450","1,306,850",,"-2,750",
2007-12-10,"12,280","-4,441,800","-639,450","4,479,950","104,450","296,000","1,848,450","357,300","322,050","1,551,700",,"-21,150",
2007-12-07,"12,160","-5,948,400","4,041,100","1,982,300","-98,550","61,600","1,636,500","35,600","-282,000","629,150",,"-26,000",
2007-12-06,"12,240","-12,336,850","6,654,850","5,403,200","-2,524,000","767,900","3,569,900","-301,300","-188,400","4,079,100",,"69,800",
2007-12-05,"11,640","-2,666,200","-3,849,700","4,949,700","-820,300","514,900","1,536,800","156,200","574,100","2,988,000",,"-11,200",
2007-12-04,"11,500","-5,492,950","-464,900","5,210,600","-900,700","307,250","3,874,800","329,800","-51,000","1,650,450",,"-22,650",
2007-12-03,"11,320","-1,452,050","-1,641,950","1,852,200","-179,500","-94,450","1,469,100","-9,900",,"666,950",,"6,650",
2007-11-30,"11,300","-7,350,100","1,375,150","6,170,900","13,950","92,700","4,827,300","-155,700","12,500","1,380,150",,"7,600",
2007-11-29,"11,340","-7,840,600","-5,547,900","11,855,450","-2,235,300","234,000","13,793,550","-452,450","-225,450","741,100",,"-2,200",
2007-11-28,"10,880","-2,195,500","1,050,700","580,650","131,550","-45,650","367,650","-119,500","5,850","240,750",,"-5,050",
2007-11-27,"10,780","-2,919,050","1,207,950","2,433,250","2,015,050","56,400","848,250","-123,800","-50,450","-312,200",,"-13,350",
2007-11-26,"11,260","-4,989,200","5,270,200","-764,250","-2,165,350","469,700","-535,300","-23,950","537,600","953,050",,-550,
2007-11-23,"11,140","-8,141,350","-4,936,550","12,568,500","-1,728,400","578,400","11,981,300","-78,250","20,950","1,794,500",,"-511,200",
2007-11-22,"10,780","-3,215,300","-2,465,200","4,506,450","-3,989,200","600,250","6,950,000","-444,650","236,200","1,153,850",,"99,600",
2007-11-21,"10,300","3,354,050","-5,400,900","-1,958,250","1,117,050","-122,050","-2,004,100","-55,250","280,000","-1,173,900",,"3,300",
2007-11-20,"10,620","2,668,100","-7,231,350","4,217,800","1,335,100","116,100","2,795,050","38,900","28,700","-96,050",,"13,250",
2007-11-19,"10,820","-296,050","-3,865,200","2,907,050","1,801,850","195,550","1,253,250","68,600","-11,500","-400,700",,"1,750",
2007-11-16,"11,140","-653,700","700,050","-434,250","-32,150","843,600","-2,869,600","376,050","53,300","1,194,550",,"-5,650",
2007-11-15,"11,400","-9,707,600","-3,994,250","11,811,550","-2,523,700","1,539,000","7,061,200","396,600","-8,800","5,347,250",,"-38,900",
2007-11-14,"10,940","-2,017,300","-6,604,550","6,245,350","-1,612,400","15,350","6,876,200","-466,900","78,000","1,355,100",,"-2,550",
2007-11-13,"10,640","275,700","-12,309,700","11,246,150","585,450","827,000","8,372,950","473,150","7,750","979,850",,"2,800",
2007-11-12,"10,640","1,141,900","-9,546,500","7,186,100","565,650","540,200","5,423,500","312,550","121,350","222,850",,"7,200",
2007-11-09,"10,800","1,241,600","-10,177,150","6,270,850","25,050","194,300","6,357,750","-221,800","59,700","-144,150",,650,
2007-11-08,"10,720","6,104,550","-7,883,900","703,850","6,605,200","1,053,750","-7,844,150","125,500","374,250","389,300",,50,
2007-11-07,"11,400","-13,569,200","977,450","12,920,300","-1,756,800","1,451,350","8,966,600","458,300","379,950","3,420,900",,"-27,550",
2007-11-06,"10,960","-2,569,550","-2,965,150","5,153,750","-384,400","234,700","5,481,350","-136,050","28,650","-70,500",,"11,950",
2007-11-05,"10,560","-2,432,550","6,973,950","-4,470,600","165,500","-212,000","-4,026,600","-244,750","-6,500","-146,250",,"-10,550",
2007-11-02,"10,800","-3,683,950","10,323,750","-6,158,550","-688,700","-62,350","-4,731,450","-167,950","6,800","-514,900",,"-19,100",
2007-11-01,"10,980","-2,953,800","2,246,850","376,000","-309,950","513,700","42,400","-189,950","-64,350","384,150",,"-29,550",
2007-10-31,"11,000","-2,474,400","-2,728,300","4,205,500","55,000","424,750","2,231,950","181,700","19,200","1,292,900",,-700,
2007-10-30,"10,880","-2,758,900","-490,850","3,058,500","613,150","-17,700","1,800,250","-60,500","19,650","703,650",,"5,250",
2007-10-29,"10,900","-9,917,850","2,492,600","7,094,300","-1,368,800","399,600","6,582,950","97,150","167,450","1,215,950",,"-111,200",
2007-10-26,"10,640","-3,384,750","-8,332,250","11,242,800","-812,950","978,550","9,887,050","-61,450","-7,550","1,259,150",,"-37,750",
2007-10-25,"10,140","4,280,300","-976,450","-4,630,700","6,550","-893,150","-894,500","-940,650","-260,000","-1,648,950",,"77,550",
2007-10-24,"10,260","533,550","6,351,600","-6,455,550","-649,600","-338,400","-4,741,000","91,150","-12,850","-804,850",,"-38,500",
2007-10-23,"10,440","2,046,900","-1,398,700","-658,100","676,000","-82,700","784,050","8,350","-37,900","-2,005,900",,"3,150",
2007-10-22,"10,440","531,450","-3,801,750","2,180,750","2,212,150","238,200","-773,850","361,700","155,400","-12,850",,"22,900",
2007-10-19,"10,800","-136,550","-1,001,700","-264,400","-652,800","758,800","-746,500","191,700","353,600","-169,200",,"-30,400",
2007-10-18,"10,440","-2,503,650","1,788,400","-64,400","-807,650","702,200","-359,650","40,450","413,700","-53,450",,"-46,900",
2007-10-17,"10,300","5,945,100","-6,234,550","-298,150","1,509,900","207,600","-2,770,800","489,100","-3,050","269,100",,"-12,150",
2007-10-16,"10,300","16,555,150","-14,954,250","-1,966,900","1,824,400","-404,550","-3,059,400","295,400","-76,950","-545,800",,"15,050",
2007-10-15,"10,840","2,869,650","-140,650","-2,709,950","923,600","-93,050","-2,108,100","-117,100","20,200","-1,335,500",,"163,900",
2007-10-12,"11,140","7,697,050","-7,307,800","-1,715,150","2,599,950","205,900","-4,976,350","-207,100","-55,600","718,050",,"294,100",
2007-10-11,"11,100","-520,550","-11,500","-11,750","1,687,550","182,550","-2,687,750","125,900","58,600","621,400",,"-13,100",
2007-10-10,"11,040","-1,457,950","-380,450","1,191,300","-483,500","246,100","1,035,900","230,550","56,400","105,850",,"-4,200",
2007-10-09,"10,740","10,848,550","-8,167,750","-3,005,950","2,315,050","-181,250","-3,983,450","-171,850","110,000","-1,094,450",,"33,550",
2007-10-08,"11,020","3,831,000","3,076,600","-7,207,750","865,550","-285,200","-6,810,550","219,000",,"-1,196,550",,"33,750",
2007-10-05,"11,060","3,486,950","2,330,550","-4,855,650","2,035,850","-184,350","-5,406,250","-107,900","-4,550","-1,188,450",,"11,800",
2007-10-04,"11,300","-2,670,100","5,826,850","-2,800,850","1,235,700","-84,850","-2,630,050","-63,500","-9,550","-1,248,600",,-850,
2007-10-02,"11,580","-6,577,300","7,299,650","-1,076,400","-554,850","187,300","-361,850","-128,150","-150,000","-68,850",,"-12,500",
2007-10-01,"11,460","-2,963,500","3,378,950","-349,700","115,050","-89,450","-768,150","-9,600","-2,500","404,950",,"-11,350",
2007-09-28,"11,500","-9,019,350","6,635,400","1,942,050","-2,466,200","-231,000","3,709,750","-271,250","6,650","1,194,100",,"-4,100",
2007-09-27,"11,160","-3,816,800","-2,998,500","6,772,600","-1,190,000","248,350","6,411,300","-213,100","225,000","1,291,050",,"-52,150",
2007-09-21,"10,680","8,144,550","-6,218,850","-1,466,450","2,098,600","-1,098,100","-2,624,800","144,300","-95,850","109,400",,"52,450",
2007-09-20,"10,920","787,850","-1,229,400","641,150","1,804,700","-67,100","-937,450","-36,950","-17,450","-104,600",,"17,150",
2007-09-19,"11,040","-2,775,950","-5,580,950","7,458,900","96,100","-184,800","7,208,100","-312,550","-4,850","656,900",,"-34,950",
2007-09-18,"10,840","1,432,900","2,759,700","-3,852,100","87,750","-143,900","-2,383,350","145,050","-57,800","-1,499,850",,"21,600",
2007-09-17,"10,900","4,710,100","-1,991,900","-2,912,900","813,200","-1,247,200","-2,319,500","-84,250","-1,100","-74,050",,"2,600",
2007-09-14,"11,120","5,159,450","-5,530,750","67,650","376,450","-765,750","1,577,550","149,600","-16,500","-1,253,700",,"16,650",
2007-09-13,"11,240","1,924,250","-4,036,600","1,390,350","120,300","-255,700","-962,200","75,550","16,050","2,396,350",,"8,200",
2007-09-12,"11,200","2,011,650","1,293,950","-3,330,950","252,800","-128,750","-3,763,200","42,100","211,500","54,600",,"2,950",
2007-09-11,"11,340","-1,924,350","555,700","1,316,100","366,400","135,800","753,950","27,200","5,900","26,850",,"-43,200",
2007-09-10,"11,260","3,036,950","600,200","-3,743,500","411,550","-21,450","-4,124,700","50,800","45,000","-104,700",,"25,900",
2007-09-07,"11,500","-1,231,300","5,589,450","-3,954,050","-244,300","-110,500","-3,492,700","212,300","-57,250","-261,600",,"27,450",
2007-09-06,"11,500","-699,250","-3,932,200","3,914,750","-237,200","42,450","3,467,550","-96,700","27,400","711,250",,"-32,050",
2007-09-05,"11,380","3,980,850","4,155,500","-7,809,450","963,650","-216,550","-7,838,350","-437,450","100,000","-380,750",,"48,200",
2007-09-04,"11,500","1,460,250","-1,327,150","-496,900","166,800","-252,050","-379,800","-59,900","-9,900","37,950",,"22,050",
2007-09-03,"11,520","3,309,300","-836,050","-2,312,300","804,050","-466,250","-2,727,650","193,600","-32,950","-83,100",,"4,200",
2007-08-31,"11,820","-6,059,300","-28,200","4,765,600","-99,400","146,000","2,205,150","-141,250","-200,000","2,855,100",,"-1,300",
2007-08-30,"11,440","501,300","-5,021,650","3,822,500","360,700","129,550","3,048,300","-161,600",,"445,550",,"2,150",
2007-08-29,"11,240","6,209,550","-7,908,850","1,270,600","803,250","30,400","-171,550","-165,200","6,500","767,200",,"-1,450",
2007-08-28,"11,520","5,318,250","-6,058,500","24,150","422,100","-10,300","-61,600","-264,450","-51,000","-10,600",,"11,150",
2007-08-27,"11,540","2,992,550","1,714,450","-4,068,050","-275,500","-77,550","-3,463,850","29,500","-25,550","-255,100",,"-2,350",
2007-08-24,"11,720","2,129,900","-461,500","-1,738,750","441,250",-50,"-2,222,300","-69,100","186,550","-75,100",,"12,500",
2007-08-23,"11,980","-1,876,750","-895,200","3,383,900","231,200","-216,300","3,886,600","-311,750","-15,400","-190,450",,"-12,800",
2007-08-22,"11,880","-959,050","-1,792,250","1,842,850","-717,950","391,450","1,540,550","-136,600","-125,800","891,200",,"2,650",
2007-08-21,"11,840","-2,741,550","2,353,150","95,200","-718,750","-30,200","408,050","74,000",-50,"362,150",,-50,
2007-08-20,"11,800","621,600","503,450","-1,466,650","-487,650","318,050","-1,516,900","143,050","89,950","-13,150",,"50,400",
2007-08-17,"11,440","3,839,500","-1,740,900","-1,035,250","834,350","230,100","-3,074,100","-170,400","184,150","960,650",,"4,050",
2007-08-16,"11,600","1,535,150","-19,313,100","16,365,800","2,070,100","72,950","12,273,950","-450,150","247,600","2,151,350",,"27,300",
2007-08-14,"12,240","-2,398,700","761,150","1,073,350","-184,150","-64,700","898,250","146,400","11,250","266,300",,"-19,650",
2007-08-13,"12,260","-3,283,400","-4,339,100","6,531,450","36,100","-4,400","5,522,500","84,300","355,400","537,550",,"-3,900",
2007-08-10,"12,060","1,705,300","-1,700,050","-878,500","471,650","-224,650","-727,800","75,100","100,950","-573,750",,"-5,700",
2007-08-09,"12,420","-9,359,100","11,710,150","-2,999,700","-977,950","66,900","-2,453,350","-97,550","7,850","454,400",,"-10,700",
2007-08-08,"12,040","-3,105,300","-2,977,650","5,370,100","-536,650","-221,550","5,265,700","-128,250","-17,850","1,008,700",,"14,200",
2007-08-07,"11,680","1,262,450","-2,947,350","1,227,550","420,600","20,450","687,900","25,050","-27,100","100,650",,"-4,200",
2007-08-06,"11,680","3,603,250","-2,720,900","-1,000,000","1,135,650","-199,900","87,600","-122,750","15,750","-1,916,350",,"-72,750",
